month,borough,trip_type,route_id,period,total_operating_time,total_mileage,average_speed
2018-12,Bronx,EXP,BXM11,Off-Peak,"2,939,231","32,755,622.4",11.1442831135
2018-12,Bronx,EXP,BXM11,Peak,"1,713,790","16,359,055.2",9.54554245269
2018-12,Bronx,EXP,BXM18,Off-Peak,"301,458","3,550,698",11.7784168939
2018-12,Bronx,EXP,BXM18,Peak,"823,922","7,787,865.6",9.45218794983
2018-12,Bronx,EXP,BXM2,Off-Peak,"2,523,105","27,349,221.6",10.8395098896
2018-12,Bronx,EXP,BXM2,Peak,"1,477,251","14,369,605.2",9.72726043171
2018-12,Bronx,EXP,BXM3,Off-Peak,"2,256,827","25,217,204.4",11.1737427813
2018-12,Bronx,EXP,BXM3,Peak,"1,155,014","11,571,872.4",10.0188157027
2018-12,Bronx,EXP,BXM4,Off-Peak,"1,319,799","12,583,987.2",9.53477552264
2018-12,Bronx,EXP,BXM4,Peak,"783,299","6,602,688",8.42933286012
2018-12,Bronx,EXP,BXM6,Off-Peak,"1,452,110","17,327,908.8",11.9329174787
2018-12,Bronx,EXP,BXM6,Peak,"1,162,973","11,271,398.4",9.69188313056
2018-12,Bronx,EXP,BXM7,Off-Peak,"4,785,825","68,882,637.6",14.3930539876
2018-12,Bronx,EXP,BXM7,Peak,"3,517,195","43,393,287.6",12.3374699441
2018-12,Bronx,EXP,BXM8,Off-Peak,"2,576,946","30,425,054.4",11.8066325022
2018-12,Bronx,EXP,BXM8,Peak,"2,079,496","21,689,575.2",10.4302077042
2018-12,Bronx,EXP,BXM9,Off-Peak,"3,286,276","41,303,163.6",12.5683794057
2018-12,Bronx,EXP,BXM9,Peak,"2,387,988","25,017,811.2",10.4765229976
2018-12,Bronx,LCL/LTD,BX1,Off-Peak,"8,875,370","59,777,150.4",6.7351727759
2018-12,Bronx,LCL/LTD,BX1,Peak,"3,984,479","25,724,163.6",6.45609215157
2018-12,Bronx,LCL/LTD,BX10,Off-Peak,"6,305,120","55,532,296.8",8.80749245058
2018-12,Bronx,LCL/LTD,BX10,Peak,"3,202,665","24,210,032.4",7.55933961248
2018-12,Bronx,LCL/LTD,BX11,Off-Peak,"6,908,175","42,884,499.6",6.20778998795
2018-12,Bronx,LCL/LTD,BX11,Peak,"3,668,206","19,716,350.4",5.3749299794
2018-12,Bronx,LCL/LTD,BX12,Off-Peak,"4,262,684","38,411,636.4",9.01113861595
2018-12,Bronx,LCL/LTD,BX12,Peak,"1,926,891","14,459,529.6",7.5040724151
2018-12,Bronx,LCL/LTD,BX13,Off-Peak,"4,639,372","28,779,260.4",6.20326639036
2018-12,Bronx,LCL/LTD,BX13,Peak,"2,964,616","15,927,012",5.37236930516
2018-12,Bronx,LCL/LTD,BX15,Off-Peak,"11,412,214","71,209,072.8",6.23972463187
2018-12,Bronx,LCL/LTD,BX15,Peak,"5,156,700","28,180,818",5.46489382745
2018-12,Bronx,LCL/LTD,BX16,Off-Peak,"4,269,658","39,961,422",9.35939646688
2018-12,Bronx,LCL/LTD,BX16,Peak,"2,504,172","21,209,490",8.46966182834
2018-12,Bronx,LCL/LTD,BX17,Off-Peak,"5,546,139","39,148,426.8",7.05868114737
2018-12,Bronx,LCL/LTD,BX17,Peak,"3,236,259","20,413,926",6.30787770694
2018-12,Bronx,LCL/LTD,BX19,Off-Peak,"11,577,349","64,679,529.6",5.58673057191
2018-12,Bronx,LCL/LTD,BX19,Peak,"4,612,454","23,289,901.2",5.04935142985
2018-12,Bronx,LCL/LTD,BX2,Off-Peak,"8,107,752","46,733,911.2",5.76410220737
2018-12,Bronx,LCL/LTD,BX2,Peak,"4,072,386","23,331,358.8",5.72916192129
2018-12,Bronx,LCL/LTD,BX20,Off-Peak,"202,982","1,618,225.2",7.97225960923
2018-12,Bronx,LCL/LTD,BX20,Peak,"741,939","5,601,110.4",7.54928693599
2018-12,Bronx,LCL/LTD,BX20SHTL,Peak,"7,834","44,658",5.70053612459
2018-12,Bronx,LCL/LTD,BX21,Off-Peak,"8,289,510","58,194,723.6",7.02028510732
2018-12,Bronx,LCL/LTD,BX21,Peak,"3,620,154","22,039,466.4",6.08799139484
2018-12,Bronx,LCL/LTD,BX22,Off-Peak,"5,742,447","36,604,854",6.37443480105
2018-12,Bronx,LCL/LTD,BX22,Peak,"3,180,358","18,105,098.4",5.69278628381
2018-12,Bronx,LCL/LTD,BX23,Off-Peak,"2,216,597","25,559,352",11.5308971365
2018-12,Bronx,LCL/LTD,BX23,Peak,"2,036,925","21,766,752",10.686084171
2018-12,Bronx,LCL/LTD,BX24,Off-Peak,"1,227,188","11,198,926.8",9.12568147668
2018-12,Bronx,LCL/LTD,BX24,Peak,"512,892","4,189,773.6",8.16891977258
2018-12,Bronx,LCL/LTD,BX26,Off-Peak,"4,476,735","32,160,603.6",7.183941779
2018-12,Bronx,LCL/LTD,BX26,Peak,"2,476,947","16,226,474.4",6.55099782111
2018-12,Bronx,LCL/LTD,BX27,Off-Peak,"3,359,243","24,981,451.2",7.43663116958
2018-12,Bronx,LCL/LTD,BX27,Peak,"2,300,888","15,471,903.6",6.72431843706
2018-12,Bronx,LCL/LTD,BX28,Off-Peak,"6,281,863","46,186,344",7.35233226194
2018-12,Bronx,LCL/LTD,BX28,Peak,"2,279,231","14,096,023.2",6.18455224591
2018-12,Bronx,LCL/LTD,BX29,Off-Peak,"1,420,546","21,119,022",14.8668343017
2018-12,Bronx,LCL/LTD,BX29,Peak,"825,122","11,688,519.6",14.165807723
2018-12,Bronx,LCL/LTD,BX3,Off-Peak,"6,172,149","45,109,281.6",7.30852116499
2018-12,Bronx,LCL/LTD,BX3,Peak,"2,987,705","18,784,548",6.28728338306
2018-12,Bronx,LCL/LTD,BX30,Off-Peak,"5,533,293","41,149,652.4",7.43673837623
2018-12,Bronx,LCL/LTD,BX30,Peak,"2,967,500","20,467,479.6",6.89721300758
2018-12,Bronx,LCL/LTD,BX31,Off-Peak,"5,940,244","46,542,402",7.83509936629
2018-12,Bronx,LCL/LTD,BX31,Peak,"2,836,967","19,969,351.2",7.03897902232
2018-12,Bronx,LCL/LTD,BX32,Off-Peak,"4,394,741","25,837,999.2",5.87929964473
2018-12,Bronx,LCL/LTD,BX32,Peak,"2,588,521","13,894,531.2",5.3677490737
2018-12,Bronx,LCL/LTD,BX33,Off-Peak,"1,744,728","12,092,014.8",6.93060167545
2018-12,Bronx,LCL/LTD,BX33,Peak,"950,223","5,315,137.2",5.59356824661
2018-12,Bronx,LCL/LTD,BX34,Off-Peak,"2,519,983","20,162,001.6",8.00084825969
2018-12,Bronx,LCL/LTD,BX34,Peak,"1,220,549","8,530,700.4",6.98923222255
2018-12,Bronx,LCL/LTD,BX35,Off-Peak,"6,910,767","42,715,076.4",6.18094581976
2018-12,Bronx,LCL/LTD,BX35,Peak,"3,412,214","18,044,326.8",5.28815801119
2018-12,Bronx,LCL/LTD,BX36,Off-Peak,"14,647,652","90,442,468.8",6.17453697016
2018-12,Bronx,LCL/LTD,BX36,Peak,"6,561,535","38,821,914",5.91659024908
2018-12,Bronx,LCL/LTD,BX38,Off-Peak,"3,176,609","22,472,809.2",7.0744650034
2018-12,Bronx,LCL/LTD,BX38,Peak,"1,775,354","11,470,716",6.46108663399
2018-12,Bronx,LCL/LTD,BX39,Off-Peak,"7,367,576","49,215,474",6.6800090016
2018-12,Bronx,LCL/LTD,BX39,Peak,"3,798,838","23,324,137.2",6.13980833086
2018-12,Bronx,LCL/LTD,BX4,Off-Peak,"2,476,119","16,514,953.2",6.66969285402
2018-12,Bronx,LCL/LTD,BX4,Peak,"1,426,196","8,284,392",5.8087331615
2018-12,Bronx,LCL/LTD,BX40,Off-Peak,"6,084,800","40,072,028.4",6.5855949908
2018-12,Bronx,LCL/LTD,BX40,Peak,"2,476,440","14,578,185.6",5.88675098125
2018-12,Bronx,LCL/LTD,BX41,Off-Peak,"4,297,817","33,780,258",7.85986420548
2018-12,Bronx,LCL/LTD,BX41,Peak,"1,716,962","11,586,117.6",6.74803379457
2018-12,Bronx,LCL/LTD,BX41SHTL,Off-Peak,"1,764","11,170.8",6.33265306122
2018-12,Bronx,LCL/LTD,BX42,Off-Peak,"6,084,982","38,613,380.4",6.34568522964
2018-12,Bronx,LCL/LTD,BX42,Peak,"2,490,276","14,563,148.4",5.84800576322
2018-12,Bronx,LCL/LTD,BX46,Off-Peak,"690,769","7,467,213.6",10.8100010278
2018-12,Bronx,LCL/LTD,BX46,Peak,"272,580","2,690,694",9.87120845256
2018-12,Bronx,LCL/LTD,BX4A,Off-Peak,"2,629,986","16,514,190",6.27919312118
2018-12,Bronx,LCL/LTD,BX4A,Peak,"1,539,424","8,824,435.2",5.73229675515
2018-12,Bronx,LCL/LTD,BX5,Off-Peak,"4,583,553","40,452,508.8",8.82557893407
2018-12,Bronx,LCL/LTD,BX5,Peak,"2,831,173","21,624,598.8",7.63803511831
2018-12,Bronx,LCL/LTD,BX5SHTL,Off-Peak,"1,793","7,632",4.25655326269
2018-12,Bronx,LCL/LTD,BX5SHTL,Peak,"11,754","88,531.2",7.53200612557
2018-12,Bronx,LCL/LTD,BX6,Off-Peak,"7,353,757","53,095,226.4",7.22014970035
2018-12,Bronx,LCL/LTD,BX6,Peak,"3,180,685","19,473,426",6.12240004905
2018-12,Bronx,LCL/LTD,BX7,Off-Peak,"5,684,817","39,879,554.4",7.01509906124
2018-12,Bronx,LCL/LTD,BX7,Peak,"3,234,442","20,018,462.4",6.18915485268
2018-12,Bronx,LCL/LTD,BX8,Off-Peak,"5,483,791","44,977,377.6",8.20187669443
2018-12,Bronx,LCL/LTD,BX8,Peak,"3,438,164","26,540,589.6",7.71940768387
2018-12,Bronx,LCL/LTD,BX9,Off-Peak,"11,676,090","75,223,717.2",6.44254345419
2018-12,Bronx,LCL/LTD,BX9,Peak,"5,146,536","29,723,482.8",5.77543473902
2018-12,Bronx,SBS,BX12-SBS,Off-Peak,"8,874,775","83,930,860.8",9.45723816097
2018-12,Bronx,SBS,BX12-SBS,Peak,"4,493,803","38,803,179.6",8.63481990644
2018-12,Bronx,SBS,BX41-SBS,Off-Peak,"3,827,026","33,888,945.6",8.85516471537
2018-12,Bronx,SBS,BX41-SBS,Peak,"2,066,180","17,082,306",8.26757881695
2018-12,Bronx,SBS,BX6-SBS,Off-Peak,"4,778,946","37,056,855.6",7.75419006618
2018-12,Bronx,SBS,BX6-SBS,Peak,"2,589,157","18,094,208.4",6.98845547026
2018-12,Brooklyn,EXP,BM1,Off-Peak,"1,501,295","18,562,669.2",12.3644381684
2018-12,Brooklyn,EXP,BM1,Peak,"1,168,874","12,946,449.6",11.0760010061
2018-12,Brooklyn,EXP,BM2,Off-Peak,"1,128,484","13,635,280.8",12.0828304167
2018-12,Brooklyn,EXP,BM2,Peak,"845,145","9,118,177.2",10.7888909004
2018-12,Brooklyn,EXP,BM3,Off-Peak,"870,719","10,847,462.4",12.458051794
2018-12,Brooklyn,EXP,BM3,Peak,"455,803","5,240,559.6",11.4974223513
2018-12,Brooklyn,EXP,BM4,Off-Peak,"669,916","7,639,887.6",11.4042470996
2018-12,Brooklyn,EXP,BM4,Peak,"775,579","8,271,961.2",10.6655301394
2018-12,Brooklyn,EXP,BM5,Off-Peak,"935,697","12,338,089.2",13.1859877717
2018-12,Brooklyn,EXP,BM5,Peak,"655,914","7,091,258.4",10.8112624521
2018-12,Brooklyn,EXP,X27,Off-Peak,"2,335,145","27,092,037.6",11.6018652375
2018-12,Brooklyn,EXP,X27,Peak,"1,120,118","13,778,794.8",12.3011993379
2018-12,Brooklyn,EXP,X28,Off-Peak,"1,741,207","20,656,612.8",11.8633871791
2018-12,Brooklyn,EXP,X28,Peak,"1,181,094","13,096,706.4",11.0886232595
2018-12,Brooklyn,EXP,X37,Off-Peak,"385,445","5,831,773.2",15.129974964
2018-12,Brooklyn,EXP,X37,Peak,"1,577,926","21,488,094",13.6179351883
2018-12,Brooklyn,EXP,X38,Off-Peak,"429,798","6,391,630.8",14.8712437005
2018-12,Brooklyn,EXP,X38,Peak,"907,348","11,179,134",12.3206685858
2018-12,Brooklyn,LCL/LTD,B1,Off-Peak,"9,321,550","67,457,934",7.23677221063
2018-12,Brooklyn,LCL/LTD,B1,Peak,"4,762,301","31,542,807.6",6.62343845969
2018-12,Brooklyn,LCL/LTD,B100,Off-Peak,"3,057,929","29,196,309.6",9.54773953221
2018-12,Brooklyn,LCL/LTD,B100,Peak,"2,616,711","22,891,186.8",8.74807603897
2018-12,Brooklyn,LCL/LTD,B100SHTL,Off-Peak,"8,488","71,748",8.45287464656
2018-12,Brooklyn,LCL/LTD,B103,Off-Peak,"9,742,745","76,478,778",7.84981830069
2018-12,Brooklyn,LCL/LTD,B103,Peak,"5,885,879","42,385,644",7.20124283901
2018-12,Brooklyn,LCL/LTD,B103SHTL,Off-Peak,"6,839","62,362.8",9.11870156456
2018-12,Brooklyn,LCL/LTD,B103SHTL,Peak,"18,283","99,601.2",5.44774927528
2018-12,Brooklyn,LCL/LTD,B11,Off-Peak,"6,925,103","40,699,965.6",5.87716393532
2018-12,Brooklyn,LCL/LTD,B11,Peak,"3,574,389","18,701,715.6",5.23214333974
2018-12,Brooklyn,LCL/LTD,B12,Off-Peak,"6,947,690","41,404,359.6",5.95944257732
2018-12,Brooklyn,LCL/LTD,B12,Peak,"3,306,578","16,603,318.8",5.0212996034
2018-12,Brooklyn,LCL/LTD,B13,Off-Peak,"6,229,702","51,513,530.4",8.26901999486
2018-12,Brooklyn,LCL/LTD,B13,Peak,"3,195,040","23,804,697.6",7.45051630027
2018-12,Brooklyn,LCL/LTD,B14,Off-Peak,"4,042,644","28,330,236",7.00784832896
2018-12,Brooklyn,LCL/LTD,B14,Peak,"2,020,683","12,083,256",5.97978802217
2018-12,Brooklyn,LCL/LTD,B15,Off-Peak,"13,526,688","121,809,956.4",9.00515753745
2018-12,Brooklyn,LCL/LTD,B15,Peak,"4,961,909","35,292,913.2",7.11276913785
2018-12,Brooklyn,LCL/LTD,B16,Off-Peak,"5,456,040","40,274,308.8",7.3816007214
2018-12,Brooklyn,LCL/LTD,B16,Peak,"2,528,710","16,711,840.8",6.60884039688
2018-12,Brooklyn,LCL/LTD,B17,Off-Peak,"5,696,406","42,590,343.6",7.47670436412
2018-12,Brooklyn,LCL/LTD,B17,Peak,"3,213,810","20,070,907.2",6.24520653057
2018-12,Brooklyn,LCL/LTD,B2,Off-Peak,"1,356,461","11,840,932.8",8.7292836285
2018-12,Brooklyn,LCL/LTD,B2,Peak,"800,534","6,048,558",7.55565410089
2018-12,Brooklyn,LCL/LTD,B20,Off-Peak,"5,926,817","40,471,315.2",6.82850764584
2018-12,Brooklyn,LCL/LTD,B20,Peak,"2,653,559","16,277,882.4",6.13435857277
2018-12,Brooklyn,LCL/LTD,B24,Off-Peak,"2,620,627","23,363,978.4",8.91541543302
2018-12,Brooklyn,LCL/LTD,B24,Peak,"1,387,917","10,533,816",7.5896584594
2018-12,Brooklyn,LCL/LTD,B25,Off-Peak,"7,169,027","44,419,503.6",6.19602961462
2018-12,Brooklyn,LCL/LTD,B25,Peak,"3,246,878","17,711,611.2",5.45496664796
2018-12,Brooklyn,LCL/LTD,B26,Off-Peak,"7,054,677","47,054,473.2",6.66996847623
2018-12,Brooklyn,LCL/LTD,B26,Peak,"3,960,687","23,462,888.4",5.92394410364
2018-12,Brooklyn,LCL/LTD,B3,Off-Peak,"6,997,294","48,935,052",6.99342517265
2018-12,Brooklyn,LCL/LTD,B3,Peak,"3,485,659","21,338,726.4",6.12186286725
2018-12,Brooklyn,LCL/LTD,B31,Off-Peak,"1,436,024","12,999,322.8",9.05230191139
2018-12,Brooklyn,LCL/LTD,B31,Peak,"875,805","6,839,910",7.80985493346
2018-12,Brooklyn,LCL/LTD,B32,Off-Peak,"908,464","7,991,402.4",8.79660878142
2018-12,Brooklyn,LCL/LTD,B32,Peak,"511,019","4,204,922.4",8.22850500666
2018-12,Brooklyn,LCL/LTD,B35,Off-Peak,"12,597,866","74,207,952",5.89051764799
2018-12,Brooklyn,LCL/LTD,B35,Peak,"5,710,840","30,036,938.4",5.25963578038
2018-12,Brooklyn,LCL/LTD,B36,Off-Peak,"5,553,158","39,867,094.8",7.1791753089
2018-12,Brooklyn,LCL/LTD,B36,Peak,"3,550,038","23,055,652.8",6.49448056612
2018-12,Brooklyn,LCL/LTD,B37,Off-Peak,"2,935,787","25,087,989.6",8.54557554754
2018-12,Brooklyn,LCL/LTD,B37,Peak,"1,459,159","10,711,080",7.34058454219
2018-12,Brooklyn,LCL/LTD,B38,Off-Peak,"12,872,224","81,481,579.2",6.3300311741
2018-12,Brooklyn,LCL/LTD,B38,Peak,"7,745,897","44,750,145.6",5.77727093453
2018-12,Brooklyn,LCL/LTD,B4,Off-Peak,"5,190,156","39,092,029.2",7.53195649611
2018-12,Brooklyn,LCL/LTD,B4,Peak,"2,548,607","16,742,430",6.56924743595
2018-12,Brooklyn,LCL/LTD,B41,Off-Peak,"18,647,067","123,821,956.8",6.64029130158
2018-12,Brooklyn,LCL/LTD,B41,Peak,"8,782,987","53,726,616",6.11712347975
2018-12,Brooklyn,LCL/LTD,B43,Off-Peak,"6,742,352","43,664,767.2",6.47619216558
2018-12,Brooklyn,LCL/LTD,B43,Peak,"3,450,720","19,017,021.6",5.5110300459
2018-12,Brooklyn,LCL/LTD,B44,Off-Peak,"8,905,609","64,244,826",7.21397335095
2018-12,Brooklyn,LCL/LTD,B44,Peak,"3,329,997","19,862,179.2",5.96462375191
2018-12,Brooklyn,LCL/LTD,B45,Off-Peak,"3,961,511","23,504,205.6",5.93314157149
2018-12,Brooklyn,LCL/LTD,B45,Peak,"2,037,706","10,490,997.6",5.14843534838
2018-12,Brooklyn,LCL/LTD,B46,Off-Peak,"12,277,572","85,686,490.8",6.979107172
2018-12,Brooklyn,LCL/LTD,B46,Peak,"4,865,233","30,760,848",6.32258475596
2018-12,Brooklyn,LCL/LTD,B46-SBS,Off-Peak,"66,700","521,179.2",7.81378110945
2018-12,Brooklyn,LCL/LTD,B47,Off-Peak,"7,700,971","54,180,946.8",7.03559938091
2018-12,Brooklyn,LCL/LTD,B47,Peak,"3,772,602","23,307,850.8",6.17818969507
2018-12,Brooklyn,LCL/LTD,B48,Off-Peak,"3,980,530","28,142,492.4",7.07003650268
2018-12,Brooklyn,LCL/LTD,B48,Peak,"2,080,094","11,796,037.2",5.67091544901
2018-12,Brooklyn,LCL/LTD,B49,Off-Peak,"8,313,486","62,523,514.8",7.52073375717
2018-12,Brooklyn,LCL/LTD,B49,Peak,"3,664,451","23,870,548.8",6.51408595721
2018-12,Brooklyn,LCL/LTD,B52,Off-Peak,"7,366,506","47,540,325.6",6.45357861651
2018-12,Brooklyn,LCL/LTD,B52,Peak,"3,742,445","21,294,122.4",5.68989588357
2018-12,Brooklyn,LCL/LTD,B54,Off-Peak,"5,737,578","36,039,855.6",6.28137091992
2018-12,Brooklyn,LCL/LTD,B54,Peak,"3,159,450","17,120,253.6",5.41874490813
2018-12,Brooklyn,LCL/LTD,B57,Off-Peak,"5,578,925","37,770,595.2",6.7702281712
2018-12,Brooklyn,LCL/LTD,B57,Peak,"2,665,982","15,887,368.8",5.95929334857
2018-12,Brooklyn,LCL/LTD,B6,Off-Peak,"24,934,925","198,523,792.8",7.96167595451
2018-12,Brooklyn,LCL/LTD,B6,Peak,"12,003,733","83,001,222",6.91461747775
2018-12,Brooklyn,LCL/LTD,B60,Off-Peak,"7,388,756","50,050,962",6.773936235
2018-12,Brooklyn,LCL/LTD,B60,Peak,"3,851,954","22,636,882.8",5.87672718833
2018-12,Brooklyn,LCL/LTD,B61,Off-Peak,"5,241,235","42,018,642",8.01693532154
2018-12,Brooklyn,LCL/LTD,B61,Peak,"2,888,573","20,315,278.8",7.03298092172
2018-12,Brooklyn,LCL/LTD,B62,Off-Peak,"5,996,532","45,236,084.4",7.54370766303
2018-12,Brooklyn,LCL/LTD,B62,Peak,"2,920,114","18,993,085.2",6.50422730071
2018-12,Brooklyn,LCL/LTD,B63,Off-Peak,"8,771,125","51,143,918.4",5.8309416865
2018-12,Brooklyn,LCL/LTD,B63,Peak,"3,766,009","19,572,483.6",5.19714201426
2018-12,Brooklyn,LCL/LTD,B64,Off-Peak,"4,131,757","32,858,359.2",7.95263593672
2018-12,Brooklyn,LCL/LTD,B64,Peak,"2,119,710","15,052,219.2",7.10107476966
2018-12,Brooklyn,LCL/LTD,B65,Off-Peak,"3,632,196","24,354,388.8",6.70514168288
2018-12,Brooklyn,LCL/LTD,B65,Peak,"1,970,150","11,433,668.4",5.80345070172
2018-12,Brooklyn,LCL/LTD,B67,Off-Peak,"3,855,315","26,140,323.6",6.78033405831
2018-12,Brooklyn,LCL/LTD,B67,Peak,"1,827,284","10,807,106.4",5.91430034959
2018-12,Brooklyn,LCL/LTD,B68,Off-Peak,"8,777,563","65,236,892.4",7.43223288742
2018-12,Brooklyn,LCL/LTD,B68,Peak,"3,772,323","26,763,721.2",7.09475864076
2018-12,Brooklyn,LCL/LTD,B69,Off-Peak,"2,836,461","19,261,504.8",6.79068205063
2018-12,Brooklyn,LCL/LTD,B69,Peak,"1,644,292","9,778,615.2",5.94700649276
2018-12,Brooklyn,LCL/LTD,B7,Off-Peak,"3,216,898","23,304,276",7.24433165117
2018-12,Brooklyn,LCL/LTD,B7,Peak,"2,070,473","13,205,818.8",6.37816518255
2018-12,Brooklyn,LCL/LTD,B70,Off-Peak,"3,827,174","27,319,615.2",7.138325877
2018-12,Brooklyn,LCL/LTD,B70,Peak,"2,248,974","14,549,086.8",6.46921076011
2018-12,Brooklyn,LCL/LTD,B74,Off-Peak,"888,586","7,245,806.4",8.1543107814
2018-12,Brooklyn,LCL/LTD,B74,Peak,"551,429","4,144,219.2",7.51541757869
2018-12,Brooklyn,LCL/LTD,B8,Off-Peak,"11,514,941","78,180,739.2",6.78950410601
2018-12,Brooklyn,LCL/LTD,B8,Peak,"5,008,777","30,041,056.8",5.99768302721
2018-12,Brooklyn,LCL/LTD,B82,Off-Peak,"10,161,154","75,609,241.2",7.44100927906
2018-12,Brooklyn,LCL/LTD,B82,Peak,"4,195,708","28,120,158",6.70212464738
2018-12,Brooklyn,LCL/LTD,B83,Off-Peak,"4,519,888","35,182,159.2",7.78385641414
2018-12,Brooklyn,LCL/LTD,B83,Peak,"2,264,503","15,204,783.6",6.71440205643
2018-12,Brooklyn,LCL/LTD,B84,Off-Peak,"375,083","3,838,741.2",10.234377991
2018-12,Brooklyn,LCL/LTD,B84,Peak,"198,009","1,860,760.8",9.3973546657
2018-12,Brooklyn,LCL/LTD,B9,Off-Peak,"9,448,318","64,186,394.4",6.79342020453
2018-12,Brooklyn,LCL/LTD,B9,Peak,"5,004,508","30,533,047.2",6.10110868041
2018-12,Brooklyn,SBS,B44-SBS,Off-Peak,"7,937,825","71,555,432.4",9.01448852803
2018-12,Brooklyn,SBS,B44-SBS,Peak,"4,659,012","38,752,783.2",8.31781141581
2018-12,Brooklyn,SBS,B46-SBS,Off-Peak,"10,162,790","89,008,531.2",8.75827712666
2018-12,Brooklyn,SBS,B46-SBS,Peak,"7,896,006","64,846,566",8.21257810594
2018-12,Brooklyn,SBS,B82-SBS,Off-Peak,"8,253,230","71,133,123.6",8.61882240044
2018-12,Brooklyn,SBS,B82-SBS,Peak,"3,996,801","32,150,804.4",8.04413439648
2018-12,Manhattan,LCL/LTD,M1,Off-Peak,"8,794,340","52,280,305.2",5.94476733899
2018-12,Manhattan,LCL/LTD,M1,Peak,"4,780,986","27,515,300.4",5.75515184525
2018-12,Manhattan,LCL/LTD,M10,Off-Peak,"5,732,662","35,769,247.2",6.23955279415
2018-12,Manhattan,LCL/LTD,M10,Peak,"2,764,657","15,404,288.4",5.57186240463
2018-12,Manhattan,LCL/LTD,M100,Off-Peak,"5,119,368","27,246,765.6",5.32229087653
2018-12,Manhattan,LCL/LTD,M100,Peak,"2,186,790","11,312,341.2",5.1730349965
2018-12,Manhattan,LCL/LTD,M101,Off-Peak,"15,012,566","91,587,481.2",6.10072130241
2018-12,Manhattan,LCL/LTD,M101,Peak,"6,146,167","34,020,180",5.53518640154
2018-12,Manhattan,LCL/LTD,M102,Off-Peak,"8,280,764","48,800,674.8",5.89325753034
2018-12,Manhattan,LCL/LTD,M102,Peak,"3,481,081","17,042,677.2",4.89580024136
2018-12,Manhattan,LCL/LTD,M103,Off-Peak,"7,682,885","42,394,532.4",5.51804854557
2018-12,Manhattan,LCL/LTD,M103,Peak,"2,854,657","13,862,887.2",4.85623568786
2018-12,Manhattan,LCL/LTD,M104,Off-Peak,"5,572,745","31,009,255.2",5.56444897443
2018-12,Manhattan,LCL/LTD,M104,Peak,"2,484,953","12,381,951.6",4.98277094174
2018-12,Manhattan,LCL/LTD,M106,Off-Peak,"1,175,700","7,180,858.8",6.10773054351
2018-12,Manhattan,LCL/LTD,M106,Peak,"876,623","5,183,704.8",5.91326579385
2018-12,Manhattan,LCL/LTD,M11,Off-Peak,"5,436,860","31,084,999.2",5.71745441303
2018-12,Manhattan,LCL/LTD,M11,Peak,"2,503,659","13,642,250.4",5.4489251132
2018-12,Manhattan,LCL/LTD,M116,Off-Peak,"3,958,983","22,219,873.2",5.61252048822
2018-12,Manhattan,LCL/LTD,M116,Peak,"2,363,270","12,011,504.4",5.08257812269
2018-12,Manhattan,LCL/LTD,M12,Off-Peak,"1,267,956","8,399,005.2",6.62405099231
2018-12,Manhattan,LCL/LTD,M12,Peak,"665,266","4,159,339.2",6.25214455571
2018-12,Manhattan,LCL/LTD,M14A,Off-Peak,"5,108,648","23,629,615.2",4.62541463025
2018-12,Manhattan,LCL/LTD,M14A,Peak,"2,639,885","11,511,673.2",4.36067222625
2018-12,Manhattan,LCL/LTD,M14D,Off-Peak,"7,889,581","37,707,976.8",4.77946506918
2018-12,Manhattan,LCL/LTD,M14D,Peak,"4,183,321","18,716,968.8",4.4741889996
2018-12,Manhattan,LCL/LTD,M15,Off-Peak,"11,610,114","73,176,732",6.30284353797
2018-12,Manhattan,LCL/LTD,M15,Peak,"4,708,158","24,982,192.8",5.30615004849
2018-12,Manhattan,LCL/LTD,M2,Off-Peak,"8,195,893","55,436,497.2",6.76393618121
2018-12,Manhattan,LCL/LTD,M2,Peak,"3,979,504","24,290,294.4",6.103849726
2018-12,Manhattan,LCL/LTD,M20,Off-Peak,"3,991,835","22,902,523.2",5.73734214966
2018-12,Manhattan,LCL/LTD,M20,Peak,"1,729,003","9,621,230.4",5.56461174446
2018-12,Manhattan,LCL/LTD,M21,Off-Peak,"1,280,851","7,125,627.6",5.56319790514
2018-12,Manhattan,LCL/LTD,M21,Peak,"723,970","3,865,294.8",5.33902620274
2018-12,Manhattan,LCL/LTD,M22,Off-Peak,"2,007,907","10,294,246.8",5.1268543812
2018-12,Manhattan,LCL/LTD,M22,Peak,"1,129,576","5,332,356",4.72067041084
2018-12,Manhattan,LCL/LTD,M3,Off-Peak,"9,760,406","53,553,070.8",5.48676671852
2018-12,Manhattan,LCL/LTD,M3,Peak,"3,773,263","19,924,506",5.28044453832
2018-12,Manhattan,LCL/LTD,M31,Off-Peak,"5,449,203","26,648,186.4",4.89029063516
2018-12,Manhattan,LCL/LTD,M31,Peak,"2,875,843","12,757,536",4.43610308351
2018-12,Manhattan,LCL/LTD,M4,Off-Peak,"12,368,529","68,207,637.6",5.51461193162
2018-12,Manhattan,LCL/LTD,M4,Peak,"6,372,981","35,797,554",5.617081551
2018-12,Manhattan,LCL/LTD,M42,Off-Peak,"3,912,828","16,646,022",4.25421766559
2018-12,Manhattan,LCL/LTD,M42,Peak,"2,306,831","9,162,331.2",3.97182593783
2018-12,Manhattan,LCL/LTD,M5,Off-Peak,"7,244,570","51,301,479.6",7.08136985356
